length, mark, action, count, code, tree
  2.172,13,buy,807,[U7]6TS7#7,Fir
  4.651,124,buy,947,[S5]9UV2#4,Hornbeam
  1.765,119,sell,992,[U4]6GF9m3,Oak
  8.086,115,buy,855,[M2]7XN1#9,Walnut
  1.247,169,buy,760,[D4]7VK3#0,Apple
  0.736,115,buy,990,[W4]8ZW1#9,Chestnut
  0.247,48,buy,757,[U7]6KV9#7,Walnut
  2.141,181,sell,806,[P6]AL2#2,Elm
  0.856,81,buy,352,[J8]2VG2#5,Beech
  1.652,143,buy,930,[Y4]1ID3#3,Bohdi
  9.998,64,buy,955,[U2]0FW2#4,Linden
  1.125,102,sell,218,[Y0]7DK1#5,Fir
  1.164,143,sell,996,[T2]5FW5#1,Lemon
  2.648,128,buy,941,[I3]3TZ4#7,Poplar
  0.546,60,buy,970,[W7]1CJ6#9,Elm
  2.628,60,buy,44,[P6]3UW1#3,Chestnut
  0.136,118,sell,206,[Z1]3FT2#8,Fir
  1.401,64,buy,812,[F1]8XU6#0,Cherry
  0.372,107,buy,449,[P7]2OTH#4,Hazel
  1.322,184,sell,247,[T1]6EA5#9,Walnut
  4.587,137,buy,778,[M7]5EA0#0,Beech
  9.549,196,buy,931,[I6]5PV7#9,Birch
  0.760,155,sell,909,[X6]4UV3#9,Beech
  0.692,24,buy,432,[M1]4GP8#8,Rowan
  0.167,63,buy,791,[B1]0XT6#3,Ebony
  6.383,14,buy,815,[N2]6hE1#9,Balsa
  1.803,18,buy,427,[Q5]3NM6#3,Bean
  1.004,169,buy,392,[J5]7QL8#7,Spruce
  0.873,60,buy,876,[51]9HS6#3,Holly
  1.912,92,buy,838,[K7]5YY4#5,Hazel
  1.528,118,buy,840,sI8]7AI2#7,Walnut
  1.983,171,buy,855,V6]3KO4#4,Bean
  9.608,137,buy,933,[W4]9OE9#3,Bean
  1.548,156,buy,834,[M7]5FX2#2,Balsa
  1.107,123,buy,754,[P2]5XP4#5,Elm
  2.007,16,buy,876,[X9]6YC5#7,Hazel
  1.988,190,sell,982,[X3]9SL3#1,Holly
  1.650,150,buy,902,[E0]6DA3#6,Yew
  1.203,36,buy,370,[M9]1IU1#1,Beech
  0.590,162,buy,821,[Q8]7AD6#4,Holly
  0.533,68,buy,569,[O7]4AS2#8,Elm
  1.201,5,sell,325,[T8]5OY5#6,Birch
  3.697,112,buy,903,[Z1]0TI8#0,Apple
  0.602,175,buy,937,[V3]9NL6#8,Holly
  0.706,41,buy,781,[F5]3LZ8#5,Bean
  0.178,128,buy,244,[Y9]3OU7#6,Cherry
  1.893,196,buy,459,[J4]1AX1#6,Chestnut
  0.705,151,buy,863,[Y6]4DD2#9,Fir
  0.556,120,buy,792,[P6]8GJ2#2,Hazel
  0.925,15,buy,752,[(1]0SN1#9,Elm
  1.138,133,buy,802,>[Z8]2TL1#3,Walnut
  0.489,75,buy,783,[G7]7NZ9#7,Balsa
  0.978,118,sell,991,[B8]1UM9#2,Ebony
  1.860,189,buy,836,[O5]6TI8#9,Hornbeam
  0.575,0,buy,851,[F7]0BL5#9,Acacia
  0.598,134,sell,936,[J9]57F1#0,Birch
  6.359,181,buy,761,[U2]5KB8#2,Fir
  7.668,49,buy,525,[T7]1QE0#7,Pear
  1.450,195,buy,784,[L3]6HC5#8,Fir
  8.093,88,buy,363,[M1]7HX8#1,Plane
  1.012,178,buy,688,[C5]6QB2#7,Apple
  3.608,173,sell,768,[H2]6EI3#3,Holly
  2.080,104,buy,871,[X9]5VV8#2,Pear
  6.013,101,buy,899,[U2]7CD7#0,Cherry
  6.276,116,buy,945,[A0]5GN9#2,Holly
  2.191,186,sell,877,[S8]0GS1#9,Cherry
  1.276,13,buy,931,[X6]0HR8#6,Hornbeam
  0.364,81,sell,924,[S4]0YM5#2,Birch
  8.396,66,buy,974,[E1]9EY1#1,Yew
  1.476,17,sell,969,[Z3]2QM2#5,Birch
  4.819,92,buy,904,[C0]7CG5#9,Chestnut
  1.345,186,buy,843,[U1]3LE8#6,Hazel
  1.038,23,buy,466,[Z9]0KR4#6,Yew
  0.267,141,buy,379,[K6]5WS1#4,Fir
  0.406,115,buy,865,[W1]8WN7#3,Pear
  1.166,132,buy,892,[K9]1HI7#2,Plane
  0.721,100,buy,838,[O2]4LK2#4,Larch
  0.897,43,sell,979,[A3]3EP3#3,Acacia
  9.847,139,buy,915,[Y9]1XB4#7,Spruce
  1.464,174,buy,933,[D2]7NG1#1,Hazel
  1.053,34,sell,806,[X3]9XB1#7,Rowan
  1.083,36,buy,883,[V4]8IW9#6,Holly
  0.687,45,buy,435,[S6]5CI6#9,Oak
  2.004,62,buy,863,[L7]9EC8#4,Walnut
  8.459,71,buy,401,[T6]5ST7#6,Beech
  1.624,181,buy,835,[V9]97V3#0,Fir
  1.781,137,sell,594,[S3]4MZ3#5,Pear
  1.774,151,buy,751,[N5]8KQ6#4,Beech
  0.543,52,buy,847,[HI]7CY6#2,Larch
  6.090,118,buy,974,[M5]6XO7E7,Lemon
  2.567,149,buy,899,[U9]7XR9#0,Larch
  7.388,164,buy,896,[I1]0PX5#4,Fir
  1.019,199,sell,814,[=H2]2HA2#4,Larch
  7.098,150,buy,840,[A5]1YA6#7,Acacia
  8.971,58,buy,912,[H6]6OM3#6,Walnut
  0.365,144,buy,981,[Z9]0MP4#7,Birch
  0.927,185,buy,956,[B0]8VJ1#2,Ebony
  0.794,57,buy,950,[E5]7VP9#8,Larch
  0.120,188,buy,874,[J8]2JK6#2,Birch
  0.208,149,buy,719,[B6]1BC4#0,Larch
  1.277,44,buy,881,[E5]8ZM5#0,Fir
  1.048,158,sell,795,[I3]9ML3#3,Beech
  2.079,174,buy,937,[T9]3GD1#2,Birch
  2.068,143,buy,511,[N9]0TN4#3,Bean
  0.136,44,sell,368,[L5]9TQ4#9,Lemon
  2.042,146,buy,11,[V5]8JR4#6,Beech
  1.728,162,buy,841,[H2]1VS6#1,Spruce
  5.656,123,buy,931,[R5]4FO5#2,Hornbeam
  1.101,14,buy,317,[R4]7YB1#3,Elm
  1.994,13,buy,914,[L1]6TC464,Chestnut
  0.728,190,buy,870,[C2]9KV8#2,Spruce
  8.437,197,sell,847,[K4]9IS9#0,Beech
  6.289,136,sell,914,[F8]5QK4#6,Beech
  0.802,113,buy,868,[T1]7VV6#8,Walnut
  1.013,59,buy,806,[X3]7XZ8#4,Beech
  1.526,49,buy,893,[R3]4GS8#5,Acer
  1.453,173,buy,723,[X7]3LI4#5,Acer
  0.288,160,buy,808,[H2]7XX4#4,Larch
  1.756,112,buy,928,[R0]1DC8#4,Birch
  1.975,127,buy,981,[N0]3BD3#1,Hazel
  0.135,62,buy,986,[H5]4AH5#6,Hazel
  1.086,128,buy,128,[M5]6NJ7#1,Walnut
  1.024,196,buy,770,[J2]3ZY9#2,Lemon
  6.622,68,buy,985,[J0]8CX4#7,Ash
  1.755,68,sell,831,[Q5]9HZ1#4,Larch
  1.341,185,buy,761,[F3]5SY2#1,Acer
  0.299,56,buy,985,[O{]8XU6#1,Elm
  0.258,150,buy,799,[49]3CX9#6,Elm
  1.651,170,buy,903,[X9]9TL1#8,Hornbeam
  0.176,74,buy,898,[I4]8XJ4#7,Olive
  1.749,83,buy,201,[H9]6DC4#1,Bohdi
  0.592,138,buy,776,[S3]0OV7#7,Acacia
  0.567,195,buy,82,[S8]9QX0#4,Hazel
  1.201,64,buy,983,[X4]9DZ0#2,Spruce
  0.375,193,buy,578,[S1]6QC2#9,Hornbeam
  0.979,8,buy,989,[J6]7LB3#2,Olive
  1.448,189,buy,872,[S*1]6DW5#7,Ash
  1.541,174,buy,983,[W6]0NZ2#5,Olive
  0.901,182,buy,285,[V3]1EX4#9,Larch
  1.216,40,sell,355,[X2]0KE2#4,Hazel
  2.114,58,buy,844,[N4]9TF7#6,Pear
  5.207,184,buy,794,[Q1]1XK0#8,Larch
  1.870,189,buy,933,[W2]4NU6#1,Walnut
  0.446,141,buy,831,[W9]2FF6#1,Pear
  4.531,190,buy,922,[O5]1NW9#9,Walnut
  0.340,153,buy,642,[G5]8WM9#8,Walnut
  0.938,141,sell,770,[P0]8QF9#7,Hornbeam
  1.951,135,sell,627,[V7]9BV1#1,Hazel
  0.334,76,buy,886,[Q4]6JT1#2,Hornbeam
  1.718,90,buy,928,[Q2]6YA6#6,Birch
  1.256,16,buy,806,LE8]0RE5#7,Hazel
  1.150,106,buy,749,[V0]4ME8#9,Hornbeam
  2.143,8,buy,876,[Y7]9WC5#1,Pear
  2.171,136,sell,846,[U8]1RL8#7,Spruce
  1.681,170,buy,818,[D0]0EV2#1,Pear
  1.666,124,sell,719,[F1]7DZ3#9,Apple
  4.130,86,buy,891,[C6]2YK8#2,Lemon
  1.136,87,buy,946,[W[]7GT2#7,Hornbeam
  1.814,188,buy,778,[K0]1JK1#9,Oak
  0.171,192,buy,999,[G7]6EA2#2,Lemon
  0.431,157,buy,449,[Y4]4HS2#3,Bean
  1.678,150,buy,163,[N1]3FD7#7,Beech
  0.443,181,buy,811,[F7]0DB2#5,Pear
  0.906,115,buy,970,[P8]5QO6#5,Beech
  0.662,133,buy,941,[F3]8YB7#5,Elm
  0.232,72,buy,597,[Z1]8TK0#4,Spruce
  6.129,102,buy,390,[U]7JO0#5,Birch
  1.911,55,buy,972,[W2]5IU2#6,Larch
  8.341,169,buy,902,[Z8]9QY4#9,Balsa
  0.877,130,buy,899,[F8]4EB1#5,Larch
  0.254,175,buy,758,[P0]0RD8#5,Cherry
  1.907,6,buy,841,[C5]1MF9#2,Elm
  0.307,105,buy,1001,[M0]4MY0#6,Holly
  1.559,144,sell,901,[C0]1ED6#2,Hazel
 10.013,186,buy,68,[Z9]3IW0#9,Pear
  1.354,147,buy,817,[E9]2RQ7#3,Apple
  7.839,135,buy,734,[M8]6KA7#8,Bohdi
  1.081,122,buy,897,[R9]9MN7#9,Beech
  0.608,83,buy,827,[Y7]3FL9#5,Bean
  0.632,176,buy,905,L6]1WP5#4,Acer
  1.560,72,buy,864,[Q9]1BW8#9,Chestnut
  1.174,100,buy,571,[K2]6DX6#0,Acacia
  0.768,156,sell,437,[Y5]0CA1#2,Acer
  2.187,158,sell,84,[P3]9KI1#0,Birch
  1.348,121,buy,511,[H8]3IF2#3,Elm
  1.785,60,buy,856,[L5]9AE2#3,Hazel
  0.118,186,sell,23,[W0]2ZD6#8,Lime
  1.184,43,buy,523,[U0]2VJo#4,Lemon
  0.686,147,buy,821,[X8]2RP5#3,Elm
  0.985,177,buy,725,[N4]8MK1#1,Fir
  0.352,197,buy,864,[H0]3PK1#9,Elm
  1.031,51,buy,17,[K2]9PZ3#3,Oak
  1.709,31,buy,519,[F1]4UC8#4,Holly
  2.376,137,buy,693,[P0]3DW]#2,Holly
  0.318,135,buy,155,[E0]6M4W6#8,Ebony
  0.645,124,buy,930,[Q4]2PD97,Olive
  1.699,165,buy,832,[S3]3XQ190,Larch
  0.785,32,buy,632,[U0]3GT5#3,Linden
  2.016,4,buy,779,[D8]6RY3#5,Fir
  1.995,35,buy,529,[L6]3EB5#7,Spruce
  2.091,93,buy,900,[R2]5WZ6#4,Spruce
  0.348,151,buy,1003,[Q5]0HV7#4,Hornbeam
  0.407,115,buy,652,[Y7]3IZ9#7,Elm
  2.076,134,buy,956,[H8]2AK8#5,Chestnut
  0.568,7,buy,322,[J7]8YV1#7,Hornbeam
  0.811,70,sell,989,[N0]3FS6#5,Elm
  1.515,31,buy,290,[S9]7TF9#2,Ash
  2.023,42,buy,439,[Q5]7PM8#5,Spruce
  1.683,178,sell,784,[S1]8IE3#8,Pear
  1.181,144,buy,207,[Y4B2MO5#9,Acer
  8.561,156,buy,837,[N1]1ZS0#2,Walnut
  9.733,116,sell,781,[Z2]6GD6#3,Elm
  0.359,188,buy,939,[U2]6EY0#1,Rowan
  1.207,165,buy,878,[V3]0IUZ#4,Rowan
  0.876,30,buy,449,[T9]6DD7#6,Bohdi
  0.919,163,buy,997,[N7]8GT4#6,Walnut
  2.042,117,buy,759,[O8]9RX1#9,Bohdi
  3.025,180,buy,897,[N2]9BB9#8,Holly
  1.405,93,sell,247,[T1]5SK9#6,Plane
  0.159,120,buy,941,[I1]4PR7#0,Acacia
  1.963,36,buy,319,[I9]5HI2#2,Acacia
  0.221,102,buy,928,[Y8j]0FH4#4,Acer
  1.942,154,buy,941,[H3]3XT1#8,Birch
  0.497,36,buy,756,[K3]3SI1#2,Walnut
  0.766,69,buy,464,[X2]0AA8#7,Linden
  0.711,16,buy,910,[N0]9LT8P8,Acer
  0.856,104,buy,899,[H6]3TD5#3,Hazel
  0.416,192,buy,914,[H5]7XJ3#5,Pear
  0.185,145,buy,871,[Y5]6XK0#5,Hornbeam
  9.155,133,buy,933,[K02]7EK6#5,Pear
  1.507,87,sell,737,[Z2]iWT1#8,Bohdi
  1.295,17,buy,974,[H9]8JD8#3,Walnut
  0.122,57,buy,14,[X9]8OL5#8,Cherry
  0.985,166,buy,178,[H7]9CY9#0,Ash
  0.694,9,buy,20,[Y7]1JV8#7,Acacia
  6.492,5,sell,970,[Z4]5FJ1#2,Balsa
  1.512,79,buy,883,[G4]2FK4#6,Birch
  1.129,125,buy,852,[N0]7NU2#9,Elm
  9.133,116,buy,537,[A8]6WP5#6,Oak
  1.602,25,buy,906,[Y8]4PS0#2,Acacia
  1.433,166,buy,957,[E4]2QR8#9,Fir
  1.245,57,buy,950,[W2]0QQ3#4,Elm
  0.338,4,sell,995,[N2]5EQ9#9,Spruce
  0.918,194,buy,955,[G9]1BS4#6,Yew
  0.659,195,buy,915,[M5]9JI1#8,Apple
  5.077,87,buy,66,[Y0]9JN6#3,Bohdi
  1.866,123,buy,522,[T7]42U7#3,Acer
  7.014,103,buy,480,[I7]4MD8#3,Lemon
  1.053,147,buy,817,[A6]4QR9#0,Hazel
  1.523,142,buy,902,[F5]7CZ1#9,Cherry
  3.196,196,buy,349,[C0]sYN1#6,Ebony
  1.011,161,buy,514,[R4]7FT0#1,Rowan
  0.860,140,buy,829,[P1]5JB8#8,Bean
  0.287,81,sell,978,[M4]7CI0#1,Fir
  0.640,17,sell,854,[B1]8HT5#2,Lime
  1.662,188,buy,902,[U3]4XR9#8,Beech
  5.407,134,buy,979,[A3]6WR3#9,Hornbeam
  0.314,72,buy,899,[O5]6GX6#2,Larch
  0.504,62,buy,638,[N5]8RN1#1,Lemon
  0.603,101,buy,803,[Y7]8DU6#4,Acacia
  2.710,123,buy,982,[H6]8NB0#8,Acacia
  0.879,190,buy,985,[D0]6OT7#6,Walnut
  8.577,12,buy,987,[Z5]4BV4#6,Walnut
  0.529,54,sell,871,[Q5]4TC6#5,Acacia
  0.511,31,buy,848,[L9]0UY5#1,Olive
  1.330,5,buy,900,[N7]3RI3#4,Bean
  6.313,183,sell,960,[N9]3QK6#6,Lemon
  1.683,195,buy,252,[K215CS6#1,Lemon
  2.804,134,buy,622,[Q3]5ST3P9,Oak
  0.317,162,buy,788,[X8]6ZB5#5,Bohdi
  0.785,67,buy,826,[P1]3FR4#6,Balsa
  1.355,33,buy,83,[Q8]6CJ7#1,Walnut
  0.845,187,sell,792,[H9]8ZD3#5,Spruce
  1.951,167,buy,194,[I8]2JD0#3,Elm
  4.529,126,buy,757,[Q9]4DC2#4,Walnut
  0.192,134,buy,902,[T2]9FV4#4,Fir
  0.513,169,sell,895,[D6]2JZ5#2,Lemon
  0.772,33,buy,869,[S5]6VR5#2,Bean
  2.182,169,buy,636,[O6]8LI8#3,Yew
  0.186,173,buy,865,hS1]6PW2#1,Cherry
  0.190,17,buy,774,[L2]9QT6#7,Fir
  1.528,140,buy,891,[J8]1HN9#0,Bohdi
  0.782,105,buy,956,[98]0JU5#2,Bohdi
  2.197,119,buy,995,[N8]7OJm#3,Chestnut
  0.676,12,buy,848,[O8]6DL7#6,Walnut
  1.724,142,buy,273,fY2]9GR1#9,Pear
  1.064,195,buy,377,[B0]9OM6#9,Oak
  0.682,144,buy,157,[Z8]7OD2#4,Larch
  0.992,64,buy,408,[W9]5PU9#3,Bohdi
  1.271,120,buy,790,[S3]5PH7#1,Birch
  1.965,147,buy,872,[Q3]0RD5#5,Ebony
  1.624,168,buy,603,[NL]8MF6#1,Ebony
  1.946,138,sell,650,[D0]7NF7#7,Spruce
  1.664,87,sell,863,[J1]9LU5#5,Ebony
  0.239,67,buy,491,[K6]9PT9#1,Bean
  0.390,127,buy,783,[P9]5UI7#0,Lemon
  0.894,10,sell,881,[V4]2AO4#3,Elm
  1.085,42,buy,327,[J7]9HN2#8,Ebony
  2.466,182,buy,920,[P4]8CK0#6,Birch
  0.658,193,buy,550,[Z2]2BZ4#6,Ebony
  1.238,78,buy,83,[K4]8SK6#6,Rowan
  1.875,33,buy,809,[K9]8LC7#9,Acer
  0.251,150,buy,430,[X6]4JU0#4,Walnut
  1.601,162,buy,882,[Q8]4AG7#9,Walnut
  0.768,155,buy,46,[V0]3OM7#9,Bohdi
  1.797,129,buy,862,[J2]4GK0#6,Pear
  1.625,196,sell,960,[K5]7CU3#0,Beech
  2.184,123,buy,963,[B0]9RD3#7,Bohdi
  1.785,185,buy,431,[Q5]3ZR5#5,Spruce
  1.960,63,buy,767,[W3]8qVR6#4,Ash
  1.445,145,buy,997,[E7]2HI4#9,Cherry
  3.635,151,buy,545,[Z8]4JZ5#6,Larch
  0.325,156,buy,844,[Z3]8MT4w0,Chestnut
  8.234,196,sell,777,[R8]5DJ7#2,Chestnut
  1.614,148,buy,904,[T8]9LU3#9,Acacia
  0.338,145,buy,839,[K8]7BB9#1,Acacia
  7.687,22,buy,488,[F1]5LC4#5,Oak
  1.069,139,buy,793,[P9]0X~9#8,Elm
  6.685,174,buy,662,[F1]6WU8b3,Walnut
  1.176,149,buy,162,[S1]0FY1#5,Yew
  2.167,166,buy,799,[R1]2ZY6#6,Ebony
  0.801,155,buy,756,[F5]2RC5#4,Magnolia
  1.712,138,sell,357,[V4]4SW3#3,Pear
  3.885,37,buy,855,[L2]9WQ3#2,Acer
  1.915,185,sell,835,[K3]7ON7#8,Hazel
  0.975,144,buy,943,[F3]1EGR#8,Fir
  1.934,99,buy,855,[Z6]9EH7#1,Fir
  0.336,171,buy,253,[U2]4WJ7#5,Ebony
  1.639,38,buy,796,[J5]0AA9#9,Cherry
  1.131,81,buy,813,[B4]9NV8#8,Holly
  0.385,184,sell,953,[E7]0UF4#5,Elm
  0.497,78,sell,874,[N7]1XP6#0,Pear
  0.287,188,buy,950,[D0]8B82#9,Elm
  0.542,147,buy,86,[A4]9LW7#0,Lemon
  2.710,111,sell,614,[S6]8XG0#1,Linden
  4.559,95,buy,837,[B5]6MT4#2,Pear
  1.087,157,sell,814,[S9]4ND7#9,Acacia
  1.611,152,buy,982,[V4]1LL6#1,Birch
  1.522,159,buy,932,[A3]9QW6#6,Cherry
  2.136,93,buy,816,[N6]4SB7#0,Olive
  9.885,2,buy,516,[G6]4CP3#9,Cherry
  1.070,175,buy,320,[A2]8IZ5#5,Rowan
  1.429,147,buy,966,[O6]5HQ9#4,Acer
  0.582,135,buy,467,[O4]1IP5#2,Ash
  0.479,139,buy,954,[B3]7HZ4#9,Chestnut
  6.383,80,buy,994,[O8]3AK5#0,Chestnut
  0.968,161,buy,223,[J4]3QX1#0,Pear
  1.081,57,buy,911,[Y8]2PZ6#6,Cherry
  1.595,148,sell,821,[D4]9TZ1#8,Chestnut
  0.585,57,buy,867,[R2]9HP6#3,Linden
  1.959,32,buy,753,[P9]7EF5#8,Hazel
  2.175,149,sell,805,[Q1]0WR9#6,Acer
  0.379,157,buy,908,[F4]2RM0#5,Hornbeam
  2.140,21,buy,981,[A4]1YF9#8,Bean
  0.389,188,buy,902,[Q8]6SD2#5,Elm
  1.567,167,sell,856,[Q2]6VB9#1,Larch
  0.804,13,buy,876,[G7]6TT7#4,Pear
  1.696,141,buy,903,[V1]9UP4#2,Birch
  1.343,113,sell,897,[Y6]7AT9#1,Hazel
  0.428,77,buy,749,[T0]5NC5#2,Hazel
  0.700,128,buy,842,[W8]9BM2#5,Larch
  7.593,143,buy,789,[M0]6SQ2#1,Hazel
  8.237,183,buy,975,[V6]9UD3#5,Beech
  2.001,54,buy,756,[R3]8SD7#7,Spruce
  1.456,126,buy,748,[F3]4XU2#4,Rowan
  0.308,151,buy,957,[S9]3DX8#3,Hornbeam
  0.727,126,buy,27,[Y7]6LJ6#3,Spruce
  0.169,58,buy,821,[N1]9WX0#3,Acacia
  1.399,143,buy,922,[V5]8UP2#3,Oak
  1.070,127,buy,25,[I2]4IA3#9,Bohdi
  0.248,124,buy,521,[B2]&AY2#9,Birch
  1.909,51,buy,778,[Y0]4JQ9#7,Pear
  1.781,166,buy,622,[K5]1BJ5#1,Ebony
  2.929,170,sell,996,[M9]6AN7#2,Bean
  0.839,134,buy,941,[T9]7OE6#5,Balsa
  0.651,172,buy,775,[I8]2L5#9,Apple
  0.302,199,buy,853,[H4]9WQ0#5,Hornbeam
  1.871,117,buy,812,[U7]1JN1t2,Bean
  0.138,68,buy,892,[O2]4QM7#0,Walnut
  0.112,33,buy,406,[Y5]4TA3#2,Ebony
  0.621,180,buy,474,[D4]2ZE0#7,Plane
  0.955,166,buy,205,[K7]4ZR5#9,Balsa
  0.524,65,buy,878,[L3]1SI8#6,Hazel
  0.643,130,sell,707,[V6]3NA6#1,Ash
  5.667,64,buy,960,aW9]8SA6#9,Hornbeam
  1.663,147,buy,917,[D5]9MM3#0,Chestnut
  0.863,173,buy,658,[S4]8WP0#6,Walnut
  0.711,195,buy,828,[Z8]3VY4#4,Chestnut
  0.710,122,buy,817,[T8]7PR8#4,Walnut
  5.768,94,buy,745,[A2]1AV2#0,Birch
  1.816,130,buy,987,[C8]y4DV3#6,Chestnut
  1.465,105,sell,304,[E0]7NU2#6,Spruce
  1.516,190,buy,903,[M4]9RI9#2,Acer
  3.536,142,buy,996,[G8]1OA8#2,Acer
  6.703,15,buy,837,[A7]4AO8#7,Cherry
  2.190,133,buy,757,[I2]0ML82,Acer
  1.366,66,buy,751,I1]5IS1#1,Spruce
  2.135,137,buy,928,[N4]1XT9#5,Acer
  1.500,167,sell,310,[D9]6UE1#9,Olive
  1.893,21,buy,357,[A3]7SD9#7,Bean
  2.187,181,buy,985,[E8]8EF9#3,Cherry
  0.203,185,buy,875,[Z1]5ZF9#3,Bean
  4.873,195,buy,918,[E3]6TR4#3,Cherry
  0.151,141,buy,753,[F3]1XS5#2,Balsa
  1.520,172,buy,914,[Y0]3IP8#6,Lemon
  1.818,43,buy,185,[W6]9FD6#9,Ash
  0.678,148,buy,902,[F8]7AL6#2,Rowan
  1.149,182,buy,754,[A4]0MV3#8,Yew
  1.408,189,buy,892,[E4]0UY1#6,Ebony
  0.372,93,buy,725,[K8]5NG9#6,Bean
  2.019,173,buy,843,[L5]4FA7#3,Plane
  2.095,0,buy,747,[R1]2DV1#1,Rowan
  4.206,163,buy,794,[G2]3LL#3,Chestnut
  5.647,140,buy,1003,[H8]6HK1#8,Hazel
  1.922,138,buy,372,[V5]0YK5#0,Hornbeam
  1.702,6,buy,896,[J8]5EN6#2,Birch
  1.708,102,buy,982,[P7]7VI3#6,Ebony
  0.420,151,buy,885,[E8]4MH7#7,Ash
  0.506,93,buy,907,[A9]0KI7#7,Pear
  4.079,158,buy,484,[A7]3EO2#3,Ebony
  6.042,38,buy,975,[Z8]5JT2#2,Pear
  9.415,33,buy,773,[H4]8U96#3,Plane
  0.842,128,buy,32,[O6]8IZA#3,Fir
  4.812,184,buy,860,[E4]8OR6#3,Walnut
  1.813,179,buy,761,[P8]0TW3#7,Holly
  0.302,196,buy,148,[C2]1AI7#8,Lemon
  5.595,156,buy,806,X2]4XW0#1,Birch
  9.267,144,buy,266,[S5]6BB5#9,Lemon
  7.452,38,buy,863,[P9]2IM8#7,Chestnut
  5.233,186,buy,970,[B0]0FK9#4,Ebony
  0.176,160,buy,482,[Z3]9XV8#2,Lemon
  0.923,47,sell,60,[U1]4FS9#8,Walnut
  0.206,146,buy,879,[T07YJ4#3,Apple
  3.157,180,buy,985,[E4]3RN3#7,Linden
  1.281,49,buy,884,[T9]9YC1#3,Bohdi
  1.650,148,sell,869,[N6]9EM7#4,Chestnut
  2.178,154,buy,952,[D87EH1#4,Cherry
  1.300,190,sell,673,[A9]8LS1#8,Rowan
  2.026,49,sell,880,[J4]0FM2#7,Rowan
  1.918,174,buy,1002,[D5]3LV8#4,Bohdi
  0.886,187,buy,880,[Z0]2E1#1,Ebony
  5.053,196,buy,971,[M5]3IT4#3,Acacia
  0.852,134,buy,894,[X8]0GF5#1,Ebony
  1.308,140,buy,978,[K9]7JI9#6,Acacia
  8.733,165,buy,758,[F0]3AJ48,Cherry
  1.373,57,buy,390,[Y5]2VQ0#0,Walnut
  0.924,65,buy,686,[B3]5YS6#1,Hornbeam
  1.298,197,sell,846,[M2]7TT3#1,Walnut
  0.357,186,buy,998,[I0]7XQ9#7,Hazel
  6.685,85,buy,859,[W4]2NS9#0,Acacia
  1.129,51,buy,840,[P7]9NJ5#8,Ash
  1.506,35,buy,762,[P7]4OS2#5,Birch
  7.744,67,buy,754,[O0]8AF6#5,Chestnut
  0.969,123,sell,602,[U3]4XZ0#4,Elm
  0.846,191,buy,994,[E7]4BR4I8,Larch
  1.362,9,sell,1001,[D7]8TB1#7,Olive
  0.458,146,buy,779,[S4]9DE4#2,Walnut
  1.847,136,buy,806,[L1]6RM0#4,Elm
  2.111,49,buy,764,[R9]0SO4#0,Chestnut
  2.151,191,buy,372,[A4]2VSZ#4,Beech
  1.185,133,buy,924,[K4]0MN0#8,Acer
  0.571,86,buy,51,[F7]2PC8#5,Oak
  8.908,5,sell,900,[Q1]2IY2#1,Hazel
  0.231,126,buy,621,[L2]6KX6#1,Holly
  1.208,1,buy,783,[R8]1KG3#6,Birch
  1.319,35,buy,997,[K6]1YH0I#0,Birch
  2.086,35,buy,773,[D1]9AO0#5,Hazel
  0.964,47,sell,925,bW6]8TJ8#9,Walnut
  9.042,116,buy,949,[A8]9WW8#6,Lemon
  4.387,0,buy,524,[F1]8IQ6#6,Bohdi
  1.541,66,buy,761,[R2]7JY6#6,Walnut
  1.439,32,sell,717,[G5]2EM0#0,Balsa
  0.403,78,buy,841,[U9]7IU4#0,Holly
  0.437,138,buy,892,[H2]3G1#6,Ebony
  2.043,17,buy,235,[P5]7SK2#3,Pear
  2.131,60,buy,820,[E6]0YF3#2,Elm
  2.923,64,buy,45,[G0]8ZG1#6,Beech
  1.923,120,buy,849,[G2]6TP2#5,Rowan
  4.917,182,sell,854,[C1]9KN8#1,Bohdi
  1.971,153,buy,829,[Z9]3GY8#9,Acer
  5.867,14,buy,925,[H0]8L1#3,Hazel
  9.624,128,sell,807,[K1]9OY5#9,Elm
  1.567,126,buy,801,6P8]0KH8#4,Yew
  2.144,107,buy,862,[I2]2AY7#6,Hazel
  1.534,157,sell,884,[L2]7SJ0#6,Balsa
  0.649,61,buy,880,[D0]4FL5#1,Acacia
  1.343,191,buy,775,[C3]4BP#1,Yew
  1.633,109,buy,895,[S4]7UU7#2,Beech
  1.467,68,sell,770,[I0]9TY7#5,Elm
  0.419,40,buy,850,[A0]7UK7#2,Balsa
  1.142,162,buy,775,[S1]4MC7#4,Rowan
  6.555,39,buy,283,[H4]5AG6#5,Ash
  4.325,130,buy,834,[O9]1MX6#3,Lemon
  0.659,76,buy,917,[M0]5IC6#5,Olive
  2.461,149,buy,814,[O2]4LQ3#0,Ebony
  0.516,198,buy,596,[N7]6UV2#3,Larch
  1.909,45,buy,756,[R0]3HX1#0,Linden
  0.898,101,sell,356,[L3]1AD0#6,Bean
  0.197,27,buy,914,[J0]2NM6#5,Balsa
  0.547,69,buy,904,[O5]1UR3#8,Birch
  0.180,179,buy,932,[X9]4OF0#3,Ebony
